id,round,title,texts,areaScope,latitude,longitude,versionsCount,state,total_comments_count,selected,link_plans,num_link_proposals,adj_budget,budgetamount,district
1136,2,Porthaninpuistikon leikkipaikan päivittäminen,"Porthaninpuistikko Porthaninkadun ja Neljännen linjan kulmassa on iso leikkipaikka, mutta siellä ei ole nuoremmille lapsille (päiväkoti-ikäisille) suunnattuja virikkeitä laisinkaan. Seudulla asuu kuitenkin laajasti pikkulapsiperheitä ja isohko ruokakauppa on vieressä, joten ehdotan paikan kehittämistä myös pk-ikäisille sopivaksi leikkipaikka Tokoinrannan tyyliin.",Keskinen,60.18295,24.951912,5.0,accepted,1.0,Not selected,,,,,Kallio
1136,3,Vaateta varhaiskasvattaja! (eteläinen),"Kaupungin varhaiskasvatuksen työntekijöillä ei ole työvaatteita. Työtä tehdään ympäri vuoden kaikissa säissä. Kehitetään yhdessä työntekijöiden kanssa malli, jossa kaikki Helsingin varhaiskasvattajat saavat kestävät ja ympäri vuoden toimivat ulkovaatteet ja jalkineet.  Mikäli ehdotus toteutetaan useammalla alueella, voisi hankinnan tehdä hiukan eri tavoin jokaisessa (suora hankinta, mahdollisuus valita mallistosta, vaateraha) jotta nähdään mikä toimii parhaiten. 
",Eteläinen,,,4.0,rejected,0.0,Not selected,,,,,location_not_specified
1137,1,Rantaraitin jatko Helsinkiin,"Helsingin rantaa pitkin kulkee jo valmiiksi monessa kohdassa  ulkoilureitti. Reittiä voitaisiin kuitenkin kehittää vielä paremmaksi ja yhtenäisemmäksi. 

Reitin pitäisi olla yhtenäisillä kylteillä merkitty läpi Helsingin niin, että turistien olisi helppo seurata reittiä eksymättä. Reitillä pitäisi olla tilaa pyöräilylle ja kävelylle. Vaikeimpia kohtia voitaisiin myös hiukan parannella laitureiden ja pitkospuiden avulla niin, että kulku rannassa mahdollistuu katkeamatta. 

Reittiä olisi hyvä markkinoida yhteistyössä Espoon kanssa ja sille voitaisiin myös perustaa nettisivu, josta löytyisi ajantasaiset tiedot reitin linjauksesta ja reitin varrella olevista palveluista. Reittiä voitaisiin jatkaa myöhemmin myös muihin naapurikuntiin.

Esikuvana reitille voisi käyttää Ruotsin länsirannikon Kattegattledeniä. 
https://kattegattleden.se/  
Kattegattleden on toteutettu monen kunnan yhteistyönä ja kulkee Göteborgista Helsingborgiin. Reitti tuo alueelle runsaasti turisteja.",Helsingin yhteinen,60.15504,24.94832,11.0,accepted,0.0,Not selected,,,,,Ullanlinna
1137,2,Ilmaiset ekologiset koirien kakkapussit puistoihin ja lähelle koirien ulkoilutusalueita,"Toivoisin ilmaisia EKOLOGISIA koirien kakkapusseja telineisiin ympäri Helsinkiä. Lähinnä kyseeseen tulisi varmaankin puistot ja muut ulkoilualueet, joiden läheisyydessä koiria ulkoilutetaan. Nythän ihmiset ostavat halvimpia mahdollisia kakkapusseja, mitkä ovat pääasiassa muovia, mikä lisää ympäristöpainetta.
Uskon, että myös koirien kakat tulisi hempommin korjattua, kun nämä pussit olisivat ilmaisia. Tällaisia ilmaisia koirankakkapussitelineitä olen nähnyt esim. Vuosaaressa.

Jos ei niitä saada koko kaupunkiin, niin toivoisin ainakin Siltalanpuiston ympärille, missä leikkii paljon lapsia ja on ikävää, jos sotkevat itsensä koiran kakkaan. Nyt, kun on hieno uusi leikkipuisto rakennettu, niin nämä pussitelineet olisivat ""piste iin päälle"".",Helsingin yhteinen,60.26729,24.987558,5.0,accepted,1.0,Not selected,,,,,Suutarila
1137,3,Vaateta varhaiskasvattaja! (itäinen),"Kaupungin varhaiskasvatuksen työntekijöillä ei ole työvaatteita. Työtä tehdään ympäri vuoden kaikissa säissä. Kehitetään yhdessä työntekijöiden kanssa malli, jossa kaikki Helsingin varhaiskasvattajat saavat kestävät ja ympäri vuoden toimivat ulkovaatteet ja jalkineet.  Mikäli ehdotus toteutetaan useammalla alueella, voisi hankinnan tehdä hiukan eri tavoin jokaisessa (suora hankinta, mahdollisuus valita mallistosta, vaateraha) jotta nähdään mikä toimii parhaiten. 
",Itäinen,,,4.0,rejected,0.0,Not selected,,,,,location_not_specified
1138,1,Lisävaloja ja vessat leikkipuisto Linjaan ja Tokoinrantaan,"Kallion suosituimpiin leikkipuistoihin kuuluuviin leikkipuisto Linjaan ja leikkipaikka Tokoinrantaan kaivataan lisävaloja pimeään talvikauteen. Kesällä taas kaivattaisiin lisää varjoja suojaamaan lapsia tuulelta ja haitalliselta uv-säiteilyltä. Ehdotan molempiin puistoihin lisää valoja sekä lisää puita ja kiinteitä katoksia (esim. pöytien tai hiekkalaatikoiden päälle) tuomaa lisää suojaavaa varjoa. Leikkipaikka Tokoinrannassa puut toisivat myös suojaa kovilta tuulilta, jotka lennättävät hiekkaa ja tekevät siitä hyvin pölyisen ja hengitysilmaltaan heikon puiston.

Leikkipuisto Linjassa kaivataan myös vessoja ilta- ja viikonloppukäyttöön. Nyt ainoa vaihtoehto ovat lähialueen maksulliset ravintolat. Lapsilla vessahätä voi yllättää nopeasti, joten lähellä oleva WC olisi ehdoton. Yleisö-WC:t voisi sijoittaa leikkipuiston porttien ulkopuolelle, jolloin ne olisivat kesäisin myös puistojuhlijoiden käytössä ja vähentäisivät julkista virtsailua alueella.",Keskinen,60.18292,24.94387,9.0,accepted,0.0,Not selected,,,,,Kallio
1138,2,Liikuntapuisto,"Liikuntapuisto Sakarinmäkeen!

 
Sakarinmäen monitoimitalon pihapiiriin tulee toimintapisteitä ja virikkeitä, jotka palvelevat lähialueen asukkaita sekä kauempaakin tulevia ulkoilijoita ja liikkujia. Östersundom on suosittua ulkoilumaastoa, joten liikuntapuisto tarjoaa kaikille paikan virkistäytymiseen ja liikkumiseen.

Voit kulkea Sakarinmäen ympäristössä kulkevaa reittiä pitkin nautiskellen reitin varrella olevista aktiviteeteista. Reitille tulee ulkokuntoilulaitteita, skeittirampit sekä vaijeriliuku. Liikuntapuiston välineet soveltuvat kaikenikäisille liikkujille. Rauhallinen, puhdas ja turvallinen ympäristö Helsingissä kutsuu luokseen!",Itäinen,60.25087,25.173445,11.0,accepted,4.0,Not selected,752.0,1.0,280000.0,280000.0,Östersundom
1138,3,Vaateta varhaiskasvattaja! (kaakkoinen),"Kaupungin varhaiskasvatuksen työntekijöillä ei ole työvaatteita. Työtä tehdään ympäri vuoden kaikissa säissä. Kehitetään yhdessä työntekijöiden kanssa malli, jossa kaikki Helsingin varhaiskasvattajat saavat kestävät ja ympäri vuoden toimivat ulkovaatteet ja jalkineet.  Mikäli ehdotus toteutetaan useammalla alueella, voisi hankinnan tehdä hiukan eri tavoin jokaisessa (suora hankinta, mahdollisuus valita mallistosta, vaateraha) jotta nähdään mikä toimii parhaiten. ",Kaakkoinen,,,6.0,rejected,0.0,Not selected,,,,,location_not_specified
1139,1,Paavalinkirkon pysäkin raitiolinjojen ryhmityskaistojen suunnittelu,"Paavalinkirkon pysäkki on joukkoliikenteen luontainen solmukohta. Pysäkkiä kehittämällä ja raitioliikenteen ryhmityskaistoja lisäämällä pysäkin kautta on mahdollista järjestää nopeat suorat yhteydet Kustaa Vaasan tien ja Hämeentien suunnista Kalasataman kautta etelään, Hämeentien kautta keskustaan ja Sturenkadun kautta Töölöön ja Pasilaan. Haukilahdenkadun raitioyhteys Hermannin rantatieltä Hämeentielle mahdollistaa myös Kalasataman ja Pasilan välisen sujuvan yhteyden.

Ehdotan hanketta, jossa suunnitellaan Paavalin kirkon pysäkki- ja kaistajärjestelyt, jossa eri suuntiin pyrkiville raitiolinjoille on tarvittaessa ryhmityskaistat ja omat pysäkit. Tämä mahdollistaa  olemassa olevaa katu- ja raitioverkkoa hyödyntävän nopean ja sujuvan raitioliikenteen järjestämisen kaikkia kaupunginosia parhaiten palvelevalla tavalla. Syntyy myös oma-autoilua nopeampi raitiolinja Lahdentieltä Sturenkatua Töölöön sekä Tiederaitiolinja. Kallista epäekologista Vallilanlaakson raitiotietä ei tarvita. ",Keskinen,60.17116,24.93266,10.0,rejected,2.0,Not selected,,,,,Kampinmalmi
1139,2,Päiväkoti Herukan uusi lasten unelmien piha,"Päiväkoti Herukan esiopetusikäiset lapset suunnittelivat unelmien pihan nykyisen pihan tilalle. Lapset toivoivat lisää leikkivälineitä, varsinkin hämähäkkikeinua, trampoliinia, karusellia, kiipeilyseinää ja kiipeilytelinettä, mihin olisi yhdistetty mahdollisuus majaleikkeihin. Nykyisellä pihalla ei ole juurikaan mitään leikkipaikkoja ja esimerkiksi jos pihalla halutaan pelata jalkapalloa, ei tilaa ole muulle leikille. Tästä syystä lapset toivoivat myös rajattua pelialuetta, mikä mahdollistaisi pelit ja vapaan leikin samaan aikaan pihalla. Pihalla on kukkula, mikä vie tilaa leikiltä ja kukkula on myös vaaran paikka, sillä lapset pääsevät taakse piiloon. Myös päiväkodin aidat tulisi uusia.",Itäinen,60.2074745,25.0788635,5.0,accepted,1.0,Not selected,880.0,6.0,56666.666666666664,340000.0,Vartiokylä
1139,3,Vaateta varhaiskasvattaja! (keskinen),"Kaupungin varhaiskasvatuksen työntekijöillä ei ole työvaatteita. Työtä tehdään ympäri vuoden kaikissa säissä. Kehitetään yhdessä työntekijöiden kanssa malli, jossa kaikki Helsingin varhaiskasvattajat saavat kestävät ja ympäri vuoden toimivat ulkovaatteet ja jalkineet.  Mikäli ehdotus toteutetaan useammalla alueella, voisi hankinnan tehdä hiukan eri tavoin jokaisessa (suora hankinta, mahdollisuus valita mallistosta, vaateraha) jotta nähdään mikä toimii parhaiten. 
",Keskinen,,,4.0,rejected,0.0,Not selected,,,,,location_not_specified
114,1,Ulkovoimaharjoittelupaikka Jätkäsaareen tai Ruoholahteen,"Hei,

Jätkäsaaren ja Ruoholahden alueella ei ole lainkaan ulkoliikuntapistettä, jossa voisi esimerkiksi vetää leukoja tai tehdä muita lihaskuntoharjoitteita. Toivoisin alueelle esimerkiksi vastaavia laitteita kuin Puotilan uimarannan vieressä. Vähän tilaa vieviä laitteita kuten leuanvetotankoja voisi lisätä useaankin paikkaan.",Eteläinen,60.15795,24.91191,9.0,accepted,3.0,Not selected,,,,,Kampinmalmi
114,2,Picknickmöblemang till våra parker,"Picknickmöblemang till våra parker! För att göra Helsingfors parker ännu mer hemtrevliga och tillgänliga för allmänheten kunde staden  ""inreda"" dem med picknickmöblemang. Praktiskt och bra, så helsingforsarna slipper sitta på marken varje gång de blir picknicksugna. Möblemangen kunde gärna vara kreativa och inte bara de vanliga träborden med två tillhörande träbänkar. Kanske ett runt bord?",Helsingin yhteinen,60.191277,24.9427,5.0,accepted,1.0,Not selected,,,,,Alppiharju
1140,1,Kuntosali nuorille,"Herttoniemen nuorisotyöyksikön Ruutibudjetissa on noussut ideaksi ""lisää liikuntapaikkoja nuorille, esimerkiksi kuntosali"". 

Kuntosali halutaan nimenomaan nuorille, koska kuntosaliketjujen kuukausimaksut ovat suuria, eikä alle 15-vuotiaat saa käydä niissä.

Nuorten oma kuntosali edistäisi nuorten terveyttä sekä sosiaalisia suhteita.

Jos omaa kuntosalia nuorille ei saada, on toinen vaihtoehto maksaa nuorten kuntosalijäsenyydet alueella esimerkiksi tiettyyn kuntosaliketjuun. ",Kaakkoinen,60.19168,25.02366,10.0,accepted,0.0,Not selected,364.0,1.0,70000.0,70000.0,Herttoniemi
1140,2,Valaistut kuntoportaat Alppikylänhuipulle,"Ehdotamme, että Alppikylänhuipun lounais-länsirinteeseen rakennetaan led-valaistut kuntoportaat. Portaiden yläpäähän (mäen huipulle) rakennetaan kivituhkakenttä (n.7metriä*7 metriä), joka mahdollistaa asukkaiden yhteisten tapahtumien järjestämisen, yhdessäolon ja pelaamisen sekä retkieväiden syömisen. Huipulle säännöllisesti tyhjennettävä tuhoeläinvarma roska-astia (jos mahdollista, niin aurinkoenergialla roskat litistävä roska-astia) sekä muutamia kiinteitä penkkejä. (Esteetön polku ) Huipulle pääsee myös pyörätuoleilla ja lastenrattailla loivaa etelä-pohjoisrinnettä. Etelärinne maisemoidaan ja siistitään viheralueeksi, hyönteisiä ja perhosia houkuttelevaksi ""perhosniityksi"". Nykyinen puusto säilytetään ennallaan.

Kohteen ylläpidosta ja huollosta vastaa KYMP/YLPI.
Ehdotuksen suunnittelussa ja toteutuksessa ovat mukana ProAlppikylän edustajat ja lähialueen asukkaat.
ProAlppikylä Ry - asukasyhdistys voi ideoida ja mahdollisuuksiensa mukaan toteuttaa tapahtumia tapahtumapaikalla.",Koillinen,60.26094840369768,25.064487023846336,45.0,accepted,3.0,Selected,849.0,6.0,26000.0,156000.0,Puistola
1140,3,Vaateta varhaiskasvattaja! (koillinen),"Kaupungin varhaiskasvatuksen työntekijöillä ei ole työvaatteita. Työtä tehdään ympäri vuoden kaikissa säissä. Kehitetään yhdessä työntekijöiden kanssa malli, jossa kaikki Helsingin varhaiskasvattajat saavat kestävät ja ympäri vuoden toimivat ulkovaatteet ja jalkineet.  Mikäli ehdotus toteutetaan useammalla alueella, voisi hankinnan tehdä hiukan eri tavoin jokaisessa (suora hankinta, mahdollisuus valita mallistosta, vaateraha) jotta nähdään mikä toimii parhaiten. 
",Koillinen,,,4.0,rejected,0.0,Not selected,,,,,location_not_specified
1141,1,Päiväkotilapsille teatteria,"Hyvä teatteriesitys voi viedä katsojan toiseen aikaan, paikkaan tai vaikka avaruuteen. Se koskettaa, hauskuttaa tai jännittää. Näytöksen äänet, valot, puvut ja lavastus ovat lapselle elämys. Varataan Vuotalo tai muu sopiva tila ja viedään päiväkodin lapset sinne teatteriin yhdessä tarhan henkilökunnan kanssa. Ideaa voi monistaa muuallekin Helsinkiin.",Itäinen,60.20114,25.15257,9.0,accepted,0.0,Not selected,266.0,1.0,150000.0,150000.0,Vuosaari
1141,2,Tekonurmikenttä Mellunmäkeen Laakavuoren ala-asteen läheisyyteen,"Laakavuoren ala-asteen oppilaat toivovat, että koulun läheiselle hiekkakentälle tehtäisiin tekonurmi. Se lisäisi viihtyisyyttä. Tekonurmella olisi turvallisempaa pelata kuin hiekkakentällä.",Itäinen,60.2395044,25.108744,3.0,rejected,0.0,Not selected,,,,,Mellunkylä
1141,3,Staran varikon verkkoaidan kunnostus tai uusiminen,"Arabian kauppakeskusta vastapäätä eli alueen paraatipaikalla on Staran varikko, jonka alue on osittain ympäröity karkealla verkkoaidalla. Verkkoaita on huonossa kunnossa ja  ruma. Aita tulisi vähintäänkin korjata, tai jopa korvata tyylikkäämmällä aidalla tai tiilimuurilla tms, joka voisi ottaa vaikutteita alueen rakennuskannasta. Tyylikkäämpi aita tekisi Arabian kauppakeskuksen alueesta osaltaan miellyttävämmän sen monille käyttäjille.",Keskinen,60.2045598,24.9713282,6.0,rejected,0.0,Not selected,,,,,Vanhakaupunki
1142,1,Vallilan varikot muutetaan food halliksi,"Vallilan varikot jotka pian poistuvat käytöstä voitaisiin muuttaa eurooppalaiseen tyyliin 'ruokamarketiksi', eli isoksi tilaksi jossa on erilaisiin ruokiin ja juomiin erikoistuvia ravintola kojuja. Tämän tyyliset ruokailukonseptit ovat yleistyneet ympäri maailmaa, mutta Helsingistä tämä puuttuu vielä kokonaan, vaikka sille olisi varmasti kysyntää. 

Mallia voidaan ottaa esim kauniista El Nacionalista Barcelonassa, energisestä Time Out marketista Lissabonissa tai perinteisemmästä Borough marketista Lontoossa.


",Keskinen,60.19555,24.95122,10.0,accepted,0.0,Not selected,,,,,Vallila
1142,3,Vaateta varhaiskasvattaja! (läntinen),"Kaupungin varhaiskasvatuksen työntekijöillä ei ole työvaatteita. Työtä tehdään ympäri vuoden kaikissa säissä. Kehitetään yhdessä työntekijöiden kanssa malli, jossa kaikki Helsingin varhaiskasvattajat saavat kestävät ja ympäri vuoden toimivat ulkovaatteet ja jalkineet. Mikäli ehdotus toteutetaan useammalla alueella, voisi hankinnan tehdä hiukan eri tavoin jokaisessa (suora hankinta, mahdollisuus valita mallistosta, vaateraha) jotta nähdään mikä toimii parhaiten.",Läntinen,,,4.0,rejected,0.0,Not selected,,,,,location_not_specified
1143,1,Kävelyfutista kaupunkiin,"Kävelyfutis sopii hyvin muun muassa aikuisille pelaajille, joiden omista pelivuosista on jo vähän aikaa. Siinä on kiellettyä juosta, taklata, puskea ja nostaa palloa yli kaulan korkeuden. Peli-ilo ja joukkuepelin hauskuus ovat erittäin sallittuja ja totta kai maaleja yritetään tehdä. Kävelyfutis sopii eri ikäisille naisille ja miehille. Esimerkiksi Aurinkolahden rannan viereinen aidattu kenttä on vajaakäytössä. Hankitaan siihen maalit ja kaupunki palkkaa tuomarin, niin saadaan pelit pystyyn. Tämäkin idea on helppo toteuttaa koko Helsingissä ja vaikkapa aloittaa oikein kävelyfutis-sarja.",Itäinen,60.20114,25.15257,9.0,accepted,0.0,Not selected,50.0,9.0,22111.11111111111,199000.0,Vuosaari
1143,2,Yleisurheilukenttä Mellunmäkeen,"Laakavuoren ala-asteen oppilaskunnan hallitus ehdottaa, että Mellunmäkeen tehtäisiin yleisurheilukenttä. Mellunmäen lapset ja nuoret tarvitsevat lisää lähiympäristöönsä turvallisia paikkoja, joissa voi harrastaa liikuntaa. Siellä voisi myös järjestää koulujen tapahtumia. Yleisurheilukenttä Mellunmäessä parantaisi asukkaiden hyvinvointia.",Itäinen,60.236103,25.13576,5.0,rejected,1.0,Not selected,,,,,Mellunkylä
1143,3,Vaateta varhaiskasvattaja! (pohjoinen),"Kaupungin varhaiskasvatuksen työntekijöillä ei ole työvaatteita. Työtä tehdään ympäri vuoden kaikissa säissä. Kehitetään yhdessä työntekijöiden kanssa malli, jossa kaikki Helsingin varhaiskasvattajat saavat kestävät ja ympäri vuoden toimivat ulkovaatteet ja jalkineet. Mikäli ehdotus toteutetaan useammalla alueella, voisi hankinnan tehdä hiukan eri tavoin jokaisessa (suora hankinta, mahdollisuus valita mallistosta, vaateraha) jotta nähdään mikä toimii parhaiten.",Pohjoinen,,,13.0,rejected,8.0,Not selected,,,,,location_not_specified
1144,1,Annalan kuusi vuodenaikaa -lyhytfilmi,"
Annalan kuusi vuodenaikaa –lyhytfilmi
Annalan alue Vanhassakaupungissa on puutarhakulttuurin helmi, upea luontokohde ja puutarhaviljelyä harrastavien mekka, jota kaikki helsinkiläiset eivät tunne. Hyötykasviyhdistys osti vuosi sitten v. 1832 valmistuneen Annalan huvilan eli Villa Annebergin, josta kehitetään lahjoitusten ja vapaaehtoisvoimin kaikille avointa puutarhakulttuurin keskusta. Alueella järjestetään runsaasti kursseja ja puutarha- ja kulttuurialan tapahtumia sekä neuvotaan palstaviljelijöitä. Vuodenajat vaihtuvat Annalan upeassa puutarhassa ja puistossa näyttävästi.  Lyhytfilmi toisi esille luonnon parhaat puolet, nykytapahtumat, avaisi alueen historiaa ja nykyisyyttä myös asukkaiden kertomana. Filmi tukisi Helsinki, maailman luontopääkaupunki –brändiä, tekisi aluetta tunnetuksi helsinkiläisille ja Helsingissä vieraileville sekä ilahduttaisi ihmisiä, jotka eivät Annalaan pääse. Filmi koostuisi 6 osasta ja olisi nähtävissä netissä kokonaan tai osina.
Kustannusarvio 46 000 €",Helsingin yhteinen,60.21223,24.97805,6.0,rejected,0.0,Not selected,,,,,Vanhakaupunki
1144,2,Tekonurmikenttä Suutarilan ala-asteen koulun pihalle,"Suutarilan ala-asteen koulun pihalle jalkapallokentän kokoinen tekonurmi, josta olisi hyötyä myös kouluaikojen ulkopuolella harrastus- ja virkistystoiminnassa.",Koillinen,60.2757533501523,24.998630046648,3.0,accepted,0.0,Not selected,,,,,Suutarila
1144,3,Tekonurmikenttä Maunulaan,Tälle hiekka kentälle voisi rakentaa siistin nurmikentän ja sillä tavoin edes auttaa nurten hyvin vointia,Pohjoinen,60.228235523332906,24.93167756272311,9.0,accepted,1.0,Not selected,1733.0,1.0,296636.0,296636.0,Maunula
1145,1,Esteettömyys,Esteetön liikkuminen esimerkiksi kaduilla tai muissa yleisissä paikoissa missä tällä hetkellä vaikeaa liikkua esimerkiksi pyörätuolilla.Esteetön ja saatavilla olevat WC tilat yleisissä paikoissa.,Helsingin yhteinen,,,6.0,rejected,0.0,Not selected,,,,,location_not_specified
1145,2,Pomppulinna,Päiväkoti Meripirtin 5-vuotiaat lapset ideoivat ja äänestivät että haluaisivat pomppulinnan  puistoon koska kavereiden kanssa olisi ilo pomppia yhdessä.,Eteläinen,60.1596332111651,24.933424519022378,5.0,accepted,1.0,Not selected,,,,,Ullanlinna
1145,3,Vesipostit,"Hei, ehdotan että kaikkiin Helsingin koirapuistoihin ja lastenleikkikentille lisätään vesipostit. Ilmastonmuutos muuttaa myös meillä ilmaston lämpimämmäksi, joten olisi hyvä tarjota kaupungin koirille ja lapsille raikasta vettä juotavaksi.  Voisihan näiden lisäksi asentaa vesipostit myös kaikkiin puistoihin kaikkien kaupunkilaisten iloksi ja mistä kätevästi täyttää vesipullot. Kaupungin infra (lue vesiputket) on lähellä kaikkia näitä mainitsemiani paikkoja joten homma ei olisi kovinkaan työläs. ",Keskinen,,,4.0,rejected,0.0,Not selected,,,,,location_not_specified
1146,1,Roskasta taiteeksi,"Rantojensiivoustalkoot, jossa kerätään mereen joutunutta, rantaan ja ruovikkoon ajautunutta roskaa Lapinlahden ja Hietaniemen alueella. 
Järjestetään työpaja, jossa roskista tehdään installaatioita kierrätystaiteeseen perehtyneiden taiteiljoiden opastamana ja ohjaamana Lapinlahden puiston alueella.

Tapahtuma yhdistetään  SiistiBiitsi-kampanjaan 3.5.2018. 
Helsingin rantatalkoot Kulttuuri puhdistaa ympäristöä järjestetään tuolloin Töölönlahdella, mukana alueen toimijoita Finlandia-talosta Oopperaan ja Helsingin Diakoniaopistoon; Lapinlahden kulttuuri- ja luontoasiantuntijat ovat luonnollisia yhteistyökumppaneita näille tahoille.",Eteläinen,60.17235,24.9032,12.0,accepted,1.0,Selected,331.0,1.0,35000.0,35000.0,Kampinmalmi
1146,2,Ulkotulipaikka Katajanokan kärkeen,"Katajanokan Matruusinpuisto ja sen ympäristö on suosittu ulkoilupaikka, jota kansoittavat mm. koiranulkoiluttajat, lenkkeilijät ja muuten vain merta ihailemaan tulleet.

Olisi hienoa saada ns. ""joutomaalle"" varsinaisen puiston ja parkkipaikan väliin nuotiopaikka istuimineen, jossa voisi viettää aikaa, tutustua muihin paikallisiin ja paistaa vaikkapa makkaraa, nauttien samalla raikkaasta meri-ilmasta ja esteettömästä maisemasta. (Välittömässä läheisyydessä ei ole asuintaloja, joihin savu voisi kulkeutua häiritsevästi.) 

Tämä olisi kustannustehokas keino saada alueelle hyötykäyttöä, ja tuoda iloa ja saaren asukkaille ja muillekin!",Eteläinen,60.1665306052496,24.9783933162689,11.0,accepted,2.0,Not selected,688.0,4.0,15000.0,60000.0,Vironniemi
1146,3,Käyttöhuoneet NYT,"On näyttöä, että käyttöhuoneet tavoittavat vaikeasti syrjäytyneitä henkilöitä, jotka pistävät huumeita kaduilla ja julkisissa tiloissa. Käyttöhuoneet lisäävät hygieenisempää pistämistä, vähentävät veriteitse tarttuvia tauteja ja yliannostuskuolemia, vähentävät huumeiden julkista käyttöä ja näin parantavat ympäristön viihtyvyyttä ja turvallisuuden tunnetta. Euroopassa huoneita on kahdessatoissa maassa, 100kpl, hyvin tuloksin. Euroopan ulkopuolella ainakin Australiassa, Kanadassa ja ja USA.ssa.
",Keskinen,60.18648,24.964174,12.0,rejected,5.0,Not selected,,,,,Kallio
1147,1,Leikkipuisto Linjaan aikuisten kuntoilulaitteita sekä koripallokori,"Aikuiset joutuvat yleensä seisoskelemaan leikkipuistossa. Samalla kun lapset leikkivät, olisi hyvin aikaa ylläpitää omaa kuntoa ulkokuntoilulaitteilla. Ehdotan sellaisia siis leikkipuistoon.

Myös kunnollinen koripallokori juniorikorkeudella puuttuu leikkipuistosta.",Keskinen,60.17116,24.93266,12.0,accepted,0.0,Not selected,,,,,Kampinmalmi
1147,2,Kehitetään Malmin lentokentän ulkoilureitin palveluja ,"Alueelle (Malmin kentän kiertävä ulkoilureitti) on laitettu ulkokuntosali. Sitä voisi hiukan laajentaa ja myös huoltaa. Lisäksi oli hyvä saada reitin varrelle johonkin kohtaan WC, vaikkapa bajamajat. Ja mieluusti myös käsienpesu- ja vesipiste. Ulkoliikuntapaikat ja -reitit ovat koronan aikana olleet hyvin suosittuja, mutta vielä mukavampaa olisi, jos olisi asianmukaiset huoltopisteet ulkoilijallekin.",Koillinen,60.262115,25.058231,32.0,accepted,2.0,Selected,838.0,3.0,186000.0,558000.0,Puistola
1147,2,Kehitetään Malmin lentokentän ulkoilureitin palveluja ,"Alueelle (Malmin kentän kiertävä ulkoilureitti) on laitettu ulkokuntosali. Sitä voisi hiukan laajentaa ja myös huoltaa. Lisäksi oli hyvä saada reitin varrelle johonkin kohtaan WC, vaikkapa bajamajat. Ja mieluusti myös käsienpesu- ja vesipiste. Ulkoliikuntapaikat ja -reitit ovat koronan aikana olleet hyvin suosittuja, mutta vielä mukavampaa olisi, jos olisi asianmukaiset huoltopisteet ulkoilijallekin.",Koillinen,60.262115,25.058231,32.0,accepted,2.0,Selected,1018.0,16.0,12500.0,200000.0,Puistola
1147,3,Katri Valan puistoon koirapuisto,"Hei on aika ottaa puisto takaisin valtaajilta! Ehdotan Vilhonvuorenkujan puoleiseen päätyyn koirapuistoa. 
Lisää penkkejä Katri Valaan. Piknik pöytiä puistoon. Lisää liikuntatelineitä ja vemputtimia. Ja paljon paljon muuta ",Itäinen,60.18667040777093,24.962524206611903,11.0,rejected,5.0,Not selected,,,,,Kallio
1148,1,Urheilukentän kunnostus,"Ehdotukseni on kunnostaa Pikku Huopalahden ala-asteen viereinen urheilukenttä kesä- ja talvilajien käyttöön. Kentän merenpuoleinen osa on painunut, minkä vuoksi talvinen jäädytysvesi valuu toiseen laitaan. Kenttä vaatii oikaisua ja mielellään keinonurmen jalkapalloa ja muita lajeja ajatellen.",Läntinen,60.20453,24.88957,9.0,accepted,2.0,Not selected,,,,,Reijola
1148,2,Mellunmäen metroaseman kunnostus,"Laakavuoren ala-asteen oppilaskunnan hallitus toivoisi, että Mellunmäen metroasemaa kunnostettaisiin. Koulumme on metroaseman naapurissa. Esimerkiksi penkkien uusiminen ja aseman maalaaminen pirteämmillä väreillä olisi hyvä idea. Turvallisuutta asemalla olisi myös hyvä lisätä.",Itäinen,60.236103,25.13576,7.0,rejected,2.0,Not selected,,,,,Mellunkylä
1148,3,Ulkokuntosali koulun alue,"Koulun pihalle ulkokuntosali, koska yläasteellaisilla ei ole välitunneilla mitään tekemistä ja se kehittäii nuoria monin tavoin.",Pohjoinen,60.243574738107895,24.93610297648675,5.0,rejected,1.0,Not selected,,,,,Länsi-Pakila
1149,1,WC-ratikka saunalla!,"wc/sauna ratikka kiertämään ns. pienintä reittiä, rautatieaseman sivuitse - Mannerheimintie-Aleksi-Snellmanninkatu-Kaisaniemenkatu.-Kaivokatu. Yksi ratiovaunu korvaa useita julkisia vessoja ja hypätessään ratikkaan tietää, että noin 15-20 min päästä hätä on ohi ja ratikka tulee takaisin lähtöpaikkaan.  Bussilipulla pääsee sisään! Sauna sen sijaan mahdollistaa vaikkapa aamulöylyt ennen töihin menoa ja on omiaan markkinoimaan suomalaista saunaa UNESCON maailmanperintölistalle! 

Hanke taloudellisesti myös mielekästä, koska korvaa useita kiinteitä käymälöitä ja tuo wc mahdollisuudet myös paikkoihin, joissa niitä ei ole.



",Eteläinen,60.45934,22.27266,10.0,rejected,0.0,Not selected,,,,,location_not_specified
